AÑO,CCAA,KG RECOGIDOS,HABITANTES,GARBAGE CONTAINER
2010,COMUNIDAD VALENCIANA,236910,11467,Blue
2010,CASTILLA Y LEON,251084,12078,Blue
2010,CASTILLA Y LEON,65065,5319,Blue
2010,MADRID,137220,4712,Blue
2010,CASTILLA Y LEON,24408,1436,Blue
2010,CASTILLA Y LEON,68540,691,Blue
2010,CASTILLA Y LEON,653050,30906,Blue
2010,CASTILLA Y LEON,362320,21090,Blue
2010,CASTILLA Y LEON,63640,5227,Blue
2010,CASTILLA Y LEON,50268,2957,Blue
2010,CASTILLA Y LEON,277400,15897,Blue
2010,ASTURIAS,7293036,224005,Blue
2010,GALICIA,416630,38062,Blue
2010,GALICIA,136500,17320,Blue
2010,CASTILLA Y LEON,968940,39528,Blue
2010,REGION DE MURCIA,343720,34533,Blue
2010,COMUNIDAD VALENCIANA,3634,915,Blue
2010,COMUNIDAD VALENCIANA,27600,2096,Blue
2010,MADRID,77919,4049,Blue
2010,COMUNIDAD VALENCIANA,19818,1479,Blue
2010,COMUNIDAD VALENCIANA,23169,3074,Blue
2010,COMUNIDAD VALENCIANA,267723,3068,Blue
2010,GALICIA,15106,1796,Blue
2010,CASTILLA Y LEON,48720,5405,Blue
2010,MADRID,832592,31820,Blue
2010,EXTREMADURA,70920,5903,Blue
2010,EXTREMADURA,189440,11343,Blue
2010,COMUNIDAD VALENCIANA,227740,10284,Blue
2010,GALICIA,11990,1815,Blue
2010,GALICIA,6650,1731,Blue
2010,CATALUÑA,185659,4375,Blue
2010,NAVARRA,426030,10079,Blue
2010,COMUNIDAD VALENCIANA,149460,18979,Blue
2010,ANDALUCIA,131720,74520,Blue
2010,ANDALUCIA,583660,75581,Blue
2010,ANDALUCIA,1629740,122943,Blue
2010,ANDALUCIA,240482,25331,Blue
2010,GALICIA,5783,3129,Blue
2010,CASTILLA Y LEON,257800,42337,Blue
2010,MADRID,189283,14800,Blue
2010,CASTILLA Y LEON,1513500,56660,Blue
2010,GALICIA,9555,1365,Blue
2010,EXTREMADURA,1267000,148334,Blue
2010,GALICIA,8055,2105,Blue
2010,GALICIA,6525,1707,Blue
2010,EXTREMADURA,55170,4469,Blue
2010,MADRID,1111680,62750,Blue
2010,BALEARES,2167930,51774,Blue
2010,REGION DE MURCIA,107640,12493,Blue
2010,COMUNIDAD VALENCIANA,126220,20431,Blue
2010,GALICIA,33375,6228,Blue
2010,REGION DE MURCIA,307360,16235,Blue
2010,COMUNIDAD VALENCIANA,46737,4284,Blue
2010,COMUNIDAD VALENCIANA,5021,260,Blue
2010,COMUNIDAD VALENCIANA,8690,1331,Blue
2010,COMUNIDAD VALENCIANA,109758,8860,Blue
2010,REGION DE MURCIA,192310,10759,Blue
2010,MADRID,4060730,186066,Blue
2010,CASTILLA Y LEON,493640,21762,Blue
2010,ANDALUCIA,713630,77293,Blue
2010,ANDALUCIA,3279815,263749,Blue
2010,CASTILLA Y LEON,5184,305,Blue
2010,CASTILLA Y LEON,83160,4892,Blue
2010,CASTILLA Y LEON,38987,1975,Blue
2010,MADRID,300818,7580,Blue
2010,MADRID,45792,2119,Blue
2010,CASTILLA Y LEON,38028,2237,Blue
2010,PAIS VASCO,14656,1054,Blue
2010,MADRID,88200,8357,Blue
2010,PAIS VASCO,6648,231,Blue
2010,PAIS VASCO,240000,4029,Blue
2010,MADRID,89231,4537,Blue
2010,ARAGON,38958,5259,Blue
2010,GALICIA,14994,2142,Blue
2010,GALICIA,2727,2752,Blue
2010,COMUNIDAD VALENCIANA,54017,3329,Blue
2010,COMUNIDAD VALENCIANA,14588,1507,Blue
2010,COMUNIDAD VALENCIANA,121212,5444,Blue
2010,COMUNIDAD VALENCIANA,1513,433,Blue
2010,COMUNIDAD VALENCIANA,23393,1477,Blue
2010,MADRID,80910,7262,Blue
2010,COMUNIDAD VALENCIANA,4741,1122,Blue
2010,COMUNIDAD VALENCIANA,17410,2017,Blue
2010,COMUNIDAD VALENCIANA,27293,8767,Blue
2010,COMUNIDAD VALENCIANA,7996,1042,Blue
2010,GALICIA,3147,2896,Blue
2010,COMUNIDAD VALENCIANA,318204,28908,Blue
2010,MADRID,175910,11582,Blue
2010,NAVARRA,697220,22185,Blue
2010,COMUNIDAD VALENCIANA,183660,20468,Blue
2010,ANDALUCIA,236610,31210,Blue
2010,CATALUÑA,3257212,219547,Blue
2010,CATALUÑA,154680,13679,Blue
2010,CATALUÑA,560860,31144,Blue
2010,CATALUÑA,49583991,1621537,Blue
2010,CATALUÑA,184220,6271,Blue
2010,CATALUÑA,394620,11977,Blue
2010,MADRID,45214,2710,Blue
2010,CATALUÑA,1287300,62080,Blue
2010,CATALUÑA,1489080,58747,Blue
2010,CATALUÑA,2196564,86519,Blue
2010,CATALUÑA,1233915,46862,Blue
2010,CATALUÑA,727884,45994,Blue
2010,CATALUÑA,5411330,257038,Blue
2010,CATALUÑA,896169,24067,Blue
2010,CATALUÑA,877020,33453,Blue
2010,CATALUÑA,66280,3900,Blue
2010,CATALUÑA,348210,11134,Blue
2010,MADRID,438508,17889,Blue
2010,CATALUÑA,1519630,63418,Blue
2010,CATALUÑA,814066,37088,Blue
2010,CATALUÑA,810831,33761,Blue
2010,CATALUÑA,615280,26401,Blue
2010,CATALUÑA,1511250,82428,Blue
2010,CATALUÑA,50185,3779,Blue
2010,CATALUÑA,1810100,79253,Blue
2010,CATALUÑA,1195815,42919,Blue
2010,CATALUÑA,1182455,32030,Blue
2010,CATALUÑA,772820,15811,Blue
2010,MADRID,37979,2061,Blue
2010,CATALUÑA,839390,27701,Blue
2010,CATALUÑA,148110,7744,Blue
2010,CATALUÑA,1725070,119717,Blue
2010,CATALUÑA,269480,7590,Blue
2010,CATALUÑA,149060,5430,Blue
2010,CATALUÑA,1390380,63489,Blue
2010,CATALUÑA,367070,10270,Blue
2010,REGION DE MURCIA,6506,1519,Blue
2010,REGION DE MURCIA,70630,15619,Blue
2010,REGION DE MURCIA,45364,16941,Blue
2010,MADRID,27423,2537,Blue
2010,REGION DE MURCIA,181140,35221,Blue
2010,REGION DE MURCIA,8674,2270,Blue
2010,REGION DE MURCIA,6506,939,Blue
2010,CASTILLA Y LEON,46908,2759,Blue
2010,MADRID,28789,2903,Blue
2010,MADRID,15293,2087,Blue
2010,MADRID,2996,426,Blue
2010,GALICIA,72320,10059,Blue
2010,COMUNIDAD VALENCIANA,3026,792,Blue
2010,MADRID,760720,21781,Blue
2010,REGION DE MURCIA,308872,23738,Blue
2010,CASTILLA Y LEON,58824,3460,Blue
2010,GALICIA,25240,4710,Blue
2010,COMUNIDAD VALENCIANA,98050,11133,Blue
2010,ARAGON,338860,19809,Blue
2010,ARAGON,426040,13396,Blue
2010,ARAGON,296001,17042,Blue
2010,MADRID,39806,2529,Blue
2010,ARAGON,291650,16392,Blue
2010,ARAGON,139240,10470,Blue
2010,CANARIAS,30450,5782,Blue
2010,COMUNIDAD VALENCIANA,74522,7689,Blue
2010,COMUNIDAD VALENCIANA,52372,3976,Blue
2010,ANDALUCIA,2654940,278685,Blue
2010,CATALUÑA,360320,11633,Blue
2010,CATALUÑA,152670,4408,Blue
2010,MADRID,34248,1488,Blue
2010,CATALUÑA,216020,6964,Blue
2010,CATALUÑA,417390,18627,Blue
2010,CATALUÑA,393230,8672,Blue
2010,CATALUÑA,656900,19482,Blue
2010,CATALUÑA,58455,1517,Blue
2010,CATALUÑA,358240,23002,Blue
2010,CATALUÑA,75110,2616,Blue
2010,CATALUÑA,288428,8616,Blue
2010,CATALUÑA,220840,7676,Blue
2010,CATALUÑA,28800,713,Blue
2010,MADRID,82240,3812,Blue
2010,CATALUÑA,560060,25048,Blue
2010,CATALUÑA,111270,7870,Blue
2010,CATALUÑA,47820,1864,Blue
2010,CATALUÑA,146586,5872,Blue
2010,CATALUÑA,186930,7322,Blue
2010,CANTABRIA,1709420,55947,Blue
2010,CANTABRIA,4685939,182700,Blue
2010,CANTABRIA,907417,31404,Blue
2010,MADRID,1617410,82428,Blue
2010,CATALUÑA,551320,14070,Blue
2010,ANDALUCIA,3952020,208525,Blue
2010,COMUNIDAD VALENCIANA,89417,2184,Blue
2010,COMUNIDAD VALENCIANA,6400,906,Blue
2010,MADRID,110183,8048,Blue
2010,MADRID,1424700,75912,Blue
2010,CASTILLA-LA MANCHA,3276310,210310,Blue
2010,COMUNIDAD VALENCIANA,42000,5680,Blue
2010,CATALUÑA,334640,12279,Blue
2010,MADRID,34823,2139,Blue
2010,ARAGON,203960,8943,Blue
2010,MADRID,9683,858,Blue
2010,EXTREMADURA,93649,5493,Blue
2010,CATALUÑA,661740,40047,Blue
2010,MADRID,120294,6781,Blue
2010,MADRID,212147,11553,Blue
2010,MADRID,52210,2306,Blue
2010,MADRID,2380070,86340,Blue
2010,MADRID,30059,1376,Blue
2010,MADRID,32658,1396,Blue
2010,CATALUÑA,1195560,39363,Blue
2010,CATALUÑA,520850,6871,Blue
2010,CATALUÑA,114110,2070,Blue
2010,CATALUÑA,108320,7430,Blue
2010,CATALUÑA,897200,20197,Blue
2010,MADRID,156990,6368,Blue
2010,CATALUÑA,1132574,26649,Blue
2010,CATALUÑA,538140,13548,Blue
2010,COMUNIDAD VALENCIANA,24000,4865,Blue
2010,MADRID,1977885,68110,Blue
2010,GALICIA,38387,6224,Blue
2010,COMUNIDAD VALENCIANA,276,126,Blue
2010,CASTILLA Y LEON,698400,94727,Blue
2010,ARAGON,3425621,88215,Blue
2010,COMUNIDAD VALENCIANA,7436,2893,Blue
2010,MADRID,33840,557,Blue
2010,MADRID,76536,5087,Blue
2010,MADRID,5509550,167967,Blue
2010,MADRID,14156,297,Blue
2010,MADRID,19818,801,Blue
2010,COMUNIDAD VALENCIANA,238791,16184,Blue
2010,MADRID,40050,1162,Blue
2010,MADRID,318330,22132,Blue
2010,PAIS VASCO,1420910,46978,Blue
2010,COMUNIDAD VALENCIANA,156450,13941,Blue
2010,COMUNIDAD VALENCIANA,365860,29386,Blue
2010,MADRID,995830,43414,Blue
2010,COMUNIDAD VALENCIANA,298668,10062,Blue
2010,CATALUÑA,295815,6875,Blue
2010,CATALUÑA,1279371,31720,Blue
2010,REGION DE MURCIA,89470,6996,Blue
2010,REGION DE MURCIA,233680,21062,Blue
2010,CASTILLA Y LEON,29090,1972,Blue
2010,CASTILLA Y LEON,387380,17013,Blue
2010,LA RIOJA,5273120,152107,Blue
2010,MADRID,392685,18098,Blue
2010,ARAGON,576600,27810,Blue
2010,GALICIA,31640,4520,Blue
2010,CANARIAS,25180,7524,Blue
2010,CASTILLA-LA MANCHA,13150,2296,Blue
2010,ARAGON,405540,19291,Blue
2010,COMUNIDAD VALENCIANA,59927,11011,Blue
2010,REGION DE MURCIA,17933,1369,Blue
2010,MADRID,3627870,206478,Blue
2010,ARAGON,111369,11601,Blue
2010,ARAGON,43835,7116,Blue
2010,ARAGON,248080,13978,Blue
2010,ARAGON,174030,14775,Blue
2010,ARAGON,361365,24528,Blue
2010,ARAGON,135040,7225,Blue
2010,ARAGON,162157,11169,Blue
2010,ARAGON,69753,6322,Blue
2010,ARAGON,86805,6965,Blue
2010,ARAGON,404640,42319,Blue
2010,MADRID,427371,21584,Blue
2010,ARAGON,558390,47361,Blue
2010,ARAGON,466520,21230,Blue
2010,ARAGON,272112,10221,Blue
2010,ARAGON,134024,9234,Blue
2010,ARAGON,271320,14825,Blue
2010,ARAGON,128327,17541,Blue
2010,ARAGON,496028,36338,Blue
2010,CANARIAS,88860,24405,Blue
2010,CANARIAS,73140,8054,Blue
2010,CANARIAS,104830,10555,Blue
2010,COMUNIDAD VALENCIANA,85953,11188,Blue
2010,MADRID,688398,26475,Blue
2010,CASTILLA Y LEON,72402,5547,Blue
2010,ARAGON,22845,7911,Blue
2010,CASTILLA Y LEON,75320,5258,Blue
2010,REGION DE MURCIA,14130,4034,Blue
2010,REGION DE MURCIA,4334,584,Blue
2010,REGION DE MURCIA,129100,10174,Blue
2010,REGION DE MURCIA,5260,549,Blue
2010,CATALUÑA,109345,5017,Blue
2010,CASTILLA Y LEON,39792,2341,Blue
2010,CASTILLA Y LEON,43850,6427,Blue
2010,EXTREMADURA,137860,13356,Blue
2010,EXTREMADURA,184140,15293,Blue
2010,COMUNIDAD VALENCIANA,95480,6546,Blue
2010,CATALUÑA,92880,3179,Blue
2010,CATALUÑA,85092,6802,Blue
2010,CATALUÑA,94620,1737,Blue
2010,CASTILLA Y LEON,86210,4230,Blue
2010,CASTILLA Y LEON,31620,3743,Blue
2010,CATALUÑA,56890,1149,Blue
2010,EXTREMADURA,96490,6514,Blue
2010,CASTILLA Y LEON,112470,4077,Blue
2010,EXTREMADURA,127300,9527,Blue
2010,PAIS VASCO,55360,1232,Blue
2010,REGION DE MURCIA,12200,2210,Blue
2010,COMUNIDAD VALENCIANA,7316,546,Blue
2010,COMUNIDAD VALENCIANA,14163,1057,Blue
2010,CASTILLA Y LEON,187968,11057,Blue
2010,GALICIA,53050,9618,Blue
2010,GALICIA,13309,3678,Blue
2010,CANTABRIA,798625,55096,Blue
2010,COMUNIDAD VALENCIANA,83746,2221,Blue
2010,CANARIAS,32260,5254,Blue
2010,COMUNIDAD VALENCIANA,174579,20740,Blue
2010,ARAGON,257432,14691,Blue
2010,REGION DE MURCIA,124010,8978,Blue
2010,GALICIA,197000,24505,Blue
2010,COMUNIDAD VALENCIANA,88858,6744,Blue
2010,CASTILLA Y LEON,41124,2419,Blue
2010,CATALUÑA,358170,10181,Blue
2010,GALICIA,137765,24672,Blue
2010,COMUNIDAD VALENCIANA,20500,8056,Blue
2010,COMUNIDAD VALENCIANA,122492,5746,Blue
2010,COMUNIDAD VALENCIANA,98289,7335,Blue
2010,COMUNIDAD VALENCIANA,9353,698,Blue
2010,COMUNIDAD VALENCIANA,82235,6137,Blue
2010,COMUNIDAD VALENCIANA,173981,8270,Blue
2010,EXTREMADURA,19710,1108,Blue
2010,ANDALUCIA,90253,9658,Blue
2010,REGION DE MURCIA,14290,4534,Blue
2010,REGION DE MURCIA,216260,10933,Blue
2010,EXTREMADURA,33520,6538,Blue
2010,EXTREMADURA,64160,4155,Blue
2010,EXTREMADURA,145738,16997,Blue
2010,ANDALUCIA,602120,84227,Blue
2010,CASTILLA Y LEON,40280,3721,Blue
2010,GALICIA,15175,2168,Blue
2010,EXTREMADURA,116560,11533,Blue
2010,CASTILLA Y LEON,96840,8074,Blue
2010,CATALUÑA,526220,15345,Blue
2010,CATALUÑA,584340,14143,Blue
2010,PAIS VASCO,343860,12353,Blue
2010,CATALUÑA,271420,14066,Blue
2010,PAIS VASCO,7380,441,Blue
2010,ANDALUCIA,387270,20984,Blue
2010,PAIS VASCO,19472,1016,Blue
2010,CATALUÑA,200535,7202,Blue
2010,CANARIAS,32500,5194,Blue
2010,CANARIAS,17250,5194,Blue
2010,CANARIAS,49750,5194,Blue
2010,EXTREMADURA,26440,9286,Blue
2010,EXTREMADURA,223000,9015,Blue
2010,NAVARRA,256980,6215,Blue
2010,COMUNIDAD VALENCIANA,4327,435,Blue
2010,COMUNIDAD VALENCIANA,6477,448,Blue
2010,COMUNIDAD VALENCIANA,1295,182,Blue
2010,COMUNIDAD VALENCIANA,2325,235,Blue
2010,COMUNIDAD VALENCIANA,9875,718,Blue
2010,COMUNIDAD VALENCIANA,10934,816,Blue
2010,COMUNIDAD VALENCIANA,1737,405,Blue
2010,COMUNIDAD VALENCIANA,9741,727,Blue
2010,COMUNIDAD VALENCIANA,315,155,Blue
2010,EXTREMADURA,197060,13543,Blue
2010,COMUNIDAD VALENCIANA,3582,805,Blue
2010,COMUNIDAD VALENCIANA,14400,1012,Blue
2010,COMUNIDAD VALENCIANA,12677,1695,Blue
2010,GALICIA,94250,16743,Blue
2010,GALICIA,11200,2635,Blue
2010,ARAGON,70040,8695,Blue
2010,COMUNIDAD VALENCIANA,25500,3128,Blue
2010,ARAGON,369120,26585,Blue
2010,CANTABRIA,197525,10307,Blue
2010,CASTILLA Y LEON,619066,30549,Blue
2010,CASTILLA Y LEON,1695430,95268,Blue
2010,CASTILLA Y LEON,10988,1451,Blue
2010,COMUNIDAD VALENCIANA,110213,7894,Blue
2010,COMUNIDAD VALENCIANA,7008,523,Blue
2010,COMUNIDAD VALENCIANA,18915,2187,Blue
2010,MADRID,167420,9522,Blue
2010,CATALUÑA,210007,5627,Blue
2010,GALICIA,11480,2367,Blue
2010,COMUNIDAD VALENCIANA,16200,1209,Blue
2010,ARAGON,47107,2868,Blue
2010,ARAGON,74990,4928,Blue
2010,COMUNIDAD VALENCIANA,2508,236,Blue
2010,CATALUÑA,520110,11739,Blue
2010,MADRID,471354,15087,Blue
2010,CASTILLA Y LEON,110360,1239,Blue
2010,CASTILLA-LA MANCHA,73870,6052,Blue
2010,EXTREMADURA,10750,774,Blue
2010,EXTREMADURA,43670,3245,Blue
2010,MADRID,229160,8232,Blue
2010,EXTREMADURA,111012,16205,Blue
2010,EXTREMADURA,151610,15606,Blue
2010,COMUNIDAD VALENCIANA,107208,8135,Blue
2010,CATALUÑA,257780,10376,Blue
2010,MADRID,43721,3062,Blue
2010,CASTILLA-LA MANCHA,32740,4025,Blue
2010,CASTILLA-LA MANCHA,80510,6622,Blue
2010,CASTILLA-LA MANCHA,11830,934,Blue
2010,COMUNIDAD VALENCIANA,15883,2521,Blue
2010,CASTILLA Y LEON,88780,2085,Blue
2010,MADRID,73188,2810,Blue
2010,COMUNIDAD VALENCIANA,40660,5439,Blue
2010,CASTILLA Y LEON,243250,10365,Blue
2010,CASTILLA Y LEON,95720,2596,Blue
2010,CASTILLA-LA MANCHA,17112,1584,Blue
2010,EXTREMADURA,13190,614,Blue
2010,EXTREMADURA,120950,10383,Blue
2010,MADRID,275478,11045,Blue
2010,COMUNIDAD VALENCIANA,65217,4949,Blue
2010,CASTILLA-LA MANCHA,39080,2338,Blue
2010,CASTILLA-LA MANCHA,200009,18194,Blue
2010,COMUNIDAD VALENCIANA,7272,636,Blue
2010,COMUNIDAD VALENCIANA,11818,882,Blue
2010,MADRID,548629,16804,Blue
2010,CASTILLA Y LEON,109805,13635,Blue
2010,ANDALUCIA,281900,26516,Blue
2010,MADRID,95812,3780,Blue
2010,CASTILLA-LA MANCHA,980222,51842,Blue
2010,CATALUÑA,340450,14319,Blue
2010,CATALUÑA,174040,6801,Blue
2010,CATALUÑA,1120840,27668,Blue
2010,COMUNIDAD VALENCIANA,23878,1782,Blue
2010,GALICIA,42980,10445,Blue
2010,GALICIA,32130,8579,Blue
2010,MADRID,2276990,109104,Blue
2010,GALICIA,27780,3742,Blue
2010,GALICIA,23260,3775,Blue
2010,COMUNIDAD VALENCIANA,11617,867,Blue
2010,COMUNIDAD VALENCIANA,4234,316,Blue
2010,CASTILLA-LA MANCHA,9080,839,Blue
2010,COMUNIDAD VALENCIANA,81813,3902,Blue
2010,COMUNIDAD VALENCIANA,35886,4562,Blue
2010,MADRID,406888,20204,Blue
2010,CASTILLA-LA MANCHA,31520,3671,Blue
2010,COMUNIDAD VALENCIANA,135903,9681,Blue
2010,MADRID,163406,5818,Blue
2010,COMUNIDAD VALENCIANA,12214,1081,Blue
2010,COMUNIDAD VALENCIANA,14374,1331,Blue
2010,PAIS VASCO,480470,5919,Blue
2010,MADRID,117163,3680,Blue
2010,CASTILLA Y LEON,6480,6940,Blue
2010,COMUNIDAD VALENCIANA,26759,1997,Blue
2010,MADRID,119783,6282,Blue
2010,COMUNIDAD VALENCIANA,5803,1175,Blue
2010,COMUNIDAD VALENCIANA,2513,574,Blue
2010,CATALUÑA,166554,5441,Blue
2010,ANDALUCIA,87640,26858,Blue
2010,COMUNIDAD VALENCIANA,13250,231,Blue
2010,COMUNIDAD VALENCIANA,4313,1005,Blue
2010,COMUNIDAD VALENCIANA,142361,9191,Blue
2010,COMUNIDAD VALENCIANA,9849,735,Blue
2010,MADRID,360520,14329,Blue
2010,CATALUÑA,55681,1086,Blue
2010,COMUNIDAD VALENCIANA,15201,1447,Blue
2010,CASTILLA Y LEON,54520,3927,Blue
2010,COMUNIDAD VALENCIANA,34638,2585,Blue
2010,GALICIA,30300,4336,Blue
2010,CASTILLA-LA MANCHA,26080,3535,Blue
2010,CASTILLA-LA MANCHA,14000,1337,Blue
2010,MADRID,26448,625,Blue
2010,EXTREMADURA,98320,4787,Blue
2010,GALICIA,6835,1584,Blue
2010,GALICIA,8960,2143,Blue
2010,MADRID,33681,1255,Blue
2010,CATALUÑA,201880,5102,Blue
2010,CATALUÑA,69440,2388,Blue
2010,CATALUÑA,443080,18472,Blue
2010,MADRID,68483,3035,Blue
2010,CASTILLA-LA MANCHA,36960,3422,Blue
2010,COMUNIDAD VALENCIANA,72076,5467,Blue
2010,ANDALUCIA,227770,21588,Blue
2010,CATALUÑA,1798059,43330,Blue
2010,CATALUÑA,430552,12111,Blue
2010,CATALUÑA,119634,3174,Blue
2010,CATALUÑA,95383,5209,Blue
2010,CATALUÑA,140962,5416,Blue
2010,COMUNIDAD VALENCIANA,35563,2654,Blue
2010,ANDALUCIA,129380,28100,Blue
2010,COMUNIDAD VALENCIANA,4471,683,Blue
2010,MADRID,103168,5759,Blue
2010,CANTABRIA,50100,3175,Blue
2010,CASTILLA-LA MANCHA,14240,839,Blue
2010,CASTILLA-LA MANCHA,24860,2410,Blue
2010,CATALUÑA,238297,9115,Blue
2010,ANDALUCIA,120000,13046,Blue
2010,CATALUÑA,236640,13843,Blue
2010,MADRID,97075,7392,Blue
2010,EXTREMADURA,452542,52593,Blue
2010,CASTILLA Y LEON,19020,3339,Blue
2010,PAIS VASCO,549424,12859,Blue
2010,PAIS VASCO,288240,6596,Blue
2010,CATALUÑA,141005,7636,Blue
2010,MADRID,266972,11133,Blue
2010,CANARIAS,2200,3231,Blue
2010,COMUNIDAD VALENCIANA,99820,11150,Blue
2010,MADRID,40390,1682,Blue
2010,COMUNIDAD VALENCIANA,81623,6868,Blue
2010,COMUNIDAD VALENCIANA,34071,10170,Blue
2010,MADRID,69144,2078,Blue
2010,MADRID,103620,5308,Blue
2010,MADRID,68100,3389,Blue
2010,MADRID,110847,3417,Blue
2010,MADRID,88300,6701,Blue
2010,COMUNIDAD VALENCIANA,155721,8300,Blue
2010,COMUNIDAD VALENCIANA,390,166,Blue
2010,COMUNIDAD VALENCIANA,1134,218,Blue
2010,COMUNIDAD VALENCIANA,90479,6115,Blue
2010,COMUNIDAD VALENCIANA,12303,1424,Blue
2010,COMUNIDAD VALENCIANA,3464,554,Blue
2010,MADRID,517622,26670,Blue
2010,COMUNIDAD VALENCIANA,69775,6014,Blue
2010,COMUNIDAD VALENCIANA,97013,13490,Blue
2010,COMUNIDAD VALENCIANA,22452,3397,Blue
2010,COMUNIDAD VALENCIANA,116279,9244,Blue
2010,COMUNIDAD VALENCIANA,72807,7240,Blue
2010,COMUNIDAD VALENCIANA,1369,304,Blue
2010,CASTILLA Y LEON,4761380,136231,Blue
2010,COMUNIDAD VALENCIANA,150000,11745,Blue
2010,COMUNIDAD VALENCIANA,223380,15958,Blue
2010,COMUNIDAD VALENCIANA,187620,20180,Blue
2010,COMUNIDAD VALENCIANA,292998,34523,Blue
2010,CASTILLA Y LEON,909337,46331,Blue
2010,CASTILLA Y LEON,4880910,178966,Blue
2010,CASTILLA Y LEON,4792840,155619,Blue
2010,COMUNIDAD VALENCIANA,131028,11053,Blue
2010,CASTILLA Y LEON,2756120,175864,Blue
2010,CASTILLA Y LEON,1617770,68736,Blue
2010,CASTILLA Y LEON,1319950,66293,Blue
2010,CASTILLA Y LEON,3440690,192071,Blue
2010,CASTILLA Y LEON,854731,39264,Blue
2010,CASTILLA Y LEON,771802,32928,Blue
2010,CASTILLA Y LEON,9109820,317864,Blue
2010,COMUNIDAD VALENCIANA,338680,30392,Blue
2010,CASTILLA Y LEON,1874285,82651,Blue
2010,CASTILLA Y LEON,221658,17162,Blue
2010,CASTILLA Y LEON,2574940,99905,Blue
2010,CASTILLA Y LEON,995040,126480,Blue
2010,CASTILLA-LA MANCHA,6070422,346671,Blue
2010,CASTILLA-LA MANCHA,2773970,180163,Blue
2010,CASTILLA-LA MANCHA,1437800,82291,Blue
2010,COMUNIDAD VALENCIANA,255990,21900,Blue
2010,CASTILLA-LA MANCHA,4935590,464665,Blue
2010,COMUNIDAD VALENCIANA,419018,55168,Blue
2010,COMUNIDAD VALENCIANA,41646,2521,Blue
2010,ANDALUCIA,7198741,234325,Blue
2010,COMUNIDAD VALENCIANA,265700,28609,Blue
2010,CASTILLA-LA MANCHA,1085498,88856,Blue
2010,CASTILLA-LA MANCHA,4943087,400891,Blue
2010,COMUNIDAD VALENCIANA,26620,2483,Blue
2010,COMUNIDAD VALENCIANA,124660,10327,Blue
2010,COMUNIDAD VALENCIANA,270944,19786,Blue
2010,COMUNIDAD VALENCIANA,44295,3723,Blue
2010,COMUNIDAD VALENCIANA,29435,2831,Blue
2010,COMUNIDAD VALENCIANA,386260,29914,Blue
2010,COMUNIDAD VALENCIANA,51260,19147,Blue
2010,COMUNIDAD VALENCIANA,3860,1811,Blue
2010,COMUNIDAD VALENCIANA,20400,2872,Blue
2010,COMUNIDAD VALENCIANA,3600,1771,Blue
2010,COMUNIDAD VALENCIANA,28764,1433,Blue
2010,COMUNIDAD VALENCIANA,160130,8893,Blue
2010,COMUNIDAD VALENCIANA,252220,22510,Blue
2010,COMUNIDAD VALENCIANA,66180,10054,Blue
2010,COMUNIDAD VALENCIANA,62929,9315,Blue
2010,CASTILLA-LA MANCHA,975180,72793,Blue
2010,COMUNIDAD VALENCIANA,53106,5926,Blue
2010,COMUNIDAD VALENCIANA,267850,29666,Blue
2010,COMUNIDAD VALENCIANA,1479450,31593,Blue
2010,COMUNIDAD VALENCIANA,95318,13060,Blue
2010,COMUNIDAD VALENCIANA,182220,25691,Blue
2010,COMUNIDAD VALENCIANA,128240,22050,Blue
2010,COMUNIDAD VALENCIANA,518961,51205,Blue
2010,CASTILLA-LA MANCHA,1463510,83039,Blue
2010,COMUNIDAD VALENCIANA,101866,7602,Blue
2010,COMUNIDAD VALENCIANA,1902,142,Blue
2010,COMUNIDAD VALENCIANA,338400,25499,Blue
2010,COMUNIDAD VALENCIANA,108520,4810,Blue
2010,COMUNIDAD VALENCIANA,12230,912,Blue
2010,COMUNIDAD VALENCIANA,117680,12030,Blue
2010,COMUNIDAD VALENCIANA,698640,26655,Blue
2010,COMUNIDAD VALENCIANA,121527,3700,Blue
2010,COMUNIDAD VALENCIANA,8200,612,Blue
2010,COMUNIDAD VALENCIANA,504350,26511,Blue
2010,COMUNIDAD VALENCIANA,395870,53126,Blue
2010,COMUNIDAD VALENCIANA,42920,3894,Blue
2010,ANDALUCIA,8826510,328428,Blue
2010,COMUNIDAD VALENCIANA,158825,2878,Blue
2010,ANDALUCIA,1368990,87696,Blue
2010,ANDALUCIA,623808,101570,Blue
2010,ANDALUCIA,2541935,235774,Blue
2010,MADRID,152740,2441,Blue
2010,MADRID,206170,8234,Blue
2010,MADRID,9546,858,Blue
2010,MADRID,22855,1326,Blue
2010,COMUNIDAD VALENCIANA,384400,27035,Blue
2010,COMUNIDAD VALENCIANA,109850,9351,Blue
2010,ANDALUCIA,871025,60279,Blue
2010,COMUNIDAD VALENCIANA,138620,7135,Blue
2010,COMUNIDAD VALENCIANA,3312320,230112,Blue
2010,COMUNIDAD VALENCIANA,347470,30691,Blue
2010,COMUNIDAD VALENCIANA,5722,818,Blue
2010,LA RIOJA,3502110,169286,Blue
2010,MADRID,182820,5530,Blue
2010,MADRID,503520,24943,Blue
2010,COMUNIDAD VALENCIANA,5226130,334757,Blue
2010,COMUNIDAD VALENCIANA,67723,1642,Blue
2010,COMUNIDAD VALENCIANA,186760,13221,Blue
2010,COMUNIDAD VALENCIANA,292840,23519,Blue
